,player,date,opp,result,min,fgm-a,3pm-a,ftm-a,oreb,dreb,reb,ast,stl,blk,to,pf,pts
12,natasha-cloud,"JUN 25, 2017",WAS @ CHI,W,22,4 - 7,0 - 2,4 - 5,1,2,3,6,0,1,1,3,12
13,natasha-cloud,"JUN 23, 2017",WAS @ MIN,L,15,3 - 5,1 - 2,0 - 0,1,2,3,1,2,0,1,2,7
14,natasha-cloud,"JUN 18, 2017",WAS vs. DAL,L,21,0 - 5,0 - 2,0 - 0,0,1,1,4,2,0,0,2,0
15,natasha-cloud,"JUN 11, 2017",WAS vs. IND,W,20,0 - 2,0 - 0,0 - 0,0,2,2,3,1,0,2,4,0
16,natasha-cloud,"JUN 09, 2017",WAS vs. MIN,L,17,1 - 3,0 - 2,2 - 3,0,1,1,2,0,0,3,1,4
17,natasha-cloud,"JUN 06, 2017",WAS @ DAL,W,23,3 - 8,2 - 4,0 - 0,0,8,8,7,0,0,1,2,8
18,natasha-cloud,"MAY 31, 2017",WAS vs. CON,W,16,2 - 3,0 - 1,2 - 2,0,4,4,0,0,0,0,1,6
19,natasha-cloud,"MAY 26, 2017",WAS vs. CHI,W,18,1 - 5,0 - 2,1 - 2,0,2,2,2,1,0,1,3,3
20,natasha-cloud,"MAY 24, 2017",WAS @ CHI,W,23,3 - 7,1 - 2,0 - 0,2,2,4,3,0,0,1,4,7
21,natasha-cloud,"MAY 21, 2017",WAS @ SEA,L,19,1 - 3,0 - 1,0 - 0,0,3,3,0,2,0,0,1,2
22,natasha-cloud,"MAY 19, 2017",WAS @ LAS,L,23,3 - 6,1 - 2,0 - 0,0,4,4,8,0,0,1,1,7
23,natasha-cloud,"MAY 14, 2017",WAS vs. SAN,W,15,1 - 3,0 - 0,2 - 2,0,0,0,1,0,0,1,1,4
0,tianna-hawkins,"SEP 03, 2017",WAS @ MIN,L,26,3 - 8,0 - 2,0 - 0,1,6,7,0,2,0,2,3,6
1,tianna-hawkins,"SEP 01, 2017",WAS vs. SEA,W,11,4 - 5,1 - 1,0 - 0,0,1,1,0,0,0,0,2,9
2,tianna-hawkins,"AUG 29, 2017",WAS vs. CON,L,17,1 - 6,0 - 1,0 - 0,0,5,5,1,0,0,0,3,2
3,tianna-hawkins,"AUG 25, 2017",WAS @ NYL,L,10,1 - 3,0 - 1,0 - 0,0,1,1,1,1,1,0,1,2
4,tianna-hawkins,"AUG 20, 2017",WAS @ IND,W,15,1 - 2,1 - 1,0 - 0,2,0,2,1,0,0,0,2,3
5,tianna-hawkins,"AUG 18, 2017",WAS vs. PHO,L,9,0 - 4,0 - 2,2 - 2,0,4,4,0,0,0,1,1,2
6,tianna-hawkins,"AUG 16, 2017",WAS vs. LAS,L,17,2 - 5,0 - 1,0 - 0,0,2,2,1,0,0,1,1,4
7,tianna-hawkins,"AUG 12, 2017",WAS vs. IND,W,16,3 - 4,1 - 1,2 - 2,1,3,4,1,1,1,1,3,9
8,tianna-hawkins,"AUG 06, 2017",WAS vs. PHO,W,17,4 - 8,2 - 4,0 - 0,4,4,8,0,1,1,0,1,10
9,tianna-hawkins,"AUG 04, 2017",WAS @ SAN,L,14,1 - 6,0 - 2,0 - 0,0,1,1,0,1,0,2,2,2
10,tianna-hawkins,"JUL 30, 2017",WAS @ ATL,W,13,3 - 4,0 - 0,0 - 0,2,5,7,0,1,0,1,1,6
11,tianna-hawkins,"JUL 25, 2017",WAS @ SAN,W,10,1 - 2,0 - 0,2 - 2,3,4,7,0,1,0,1,4,4
12,tianna-hawkins,"JUL 19, 2017",WAS vs. ATL,W,12,4 - 5,0 - 0,2 - 2,2,1,3,1,0,1,0,2,10
13,tianna-hawkins,"JUL 16, 2017",WAS @ NYL,L,23,3 - 13,1 - 4,0 - 0,2,2,4,2,0,0,1,3,7
14,tianna-hawkins,"JUL 14, 2017",WAS @ IND,W,16,2 - 4,0 - 0,7 - 8,1,2,3,0,0,0,1,2,11
15,tianna-hawkins,"JUL 08, 2017",WAS @ CON,L,11,0 - 1,0 - 0,1 - 2,3,0,3,0,0,0,0,1,1
16,tianna-hawkins,"JUL 05, 2017",WAS @ PHO,L,14,3 - 3,0 - 0,2 - 2,0,3,3,0,0,0,0,4,8
17,tianna-hawkins,"JUL 02, 2017",WAS @ LAS,L,16,1 - 2,1 - 1,0 - 0,0,2,2,1,0,1,1,0,3
18,tianna-hawkins,"JUN 29, 2017",WAS vs. NYL,W,19,5 - 10,0 - 3,3 - 3,2,1,3,0,4,0,1,4,13
19,tianna-hawkins,"JUN 27, 2017",WAS vs. SEA,W,17,2 - 3,0 - 1,4 - 4,0,1,1,1,0,0,0,3,8
20,tianna-hawkins,"JUN 25, 2017",WAS @ CHI,W,21,7 - 12,1 - 3,0 - 0,0,4,4,0,2,1,1,2,15
21,tianna-hawkins,"JUN 23, 2017",WAS @ MIN,L,17,2 - 3,0 - 0,0 - 0,0,3,3,0,0,0,1,4,4
22,tianna-hawkins,"JUN 18, 2017",WAS vs. DAL,L,20,5 - 7,1 - 1,2 - 2,2,5,7,0,0,0,0,4,13
23,tianna-hawkins,"JUN 11, 2017",WAS vs. IND,W,19,3 - 5,0 - 0,0 - 0,2,9,11,1,0,0,0,0,6
24,tianna-hawkins,"JUN 09, 2017",WAS vs. MIN,L,32,2 - 11,1 - 5,2 - 2,1,3,4,0,1,0,1,4,7
25,tianna-hawkins,"JUN 06, 2017",WAS @ DAL,W,13,4 - 5,0 - 0,0 - 0,2,1,3,0,0,0,0,3,8
26,tianna-hawkins,"JUN 04, 2017",WAS vs. ATL,W,23,4 - 9,0 - 1,5 - 5,2,4,6,0,0,0,2,3,13
27,tianna-hawkins,"MAY 31, 2017",WAS vs. CON,W,15,2 - 3,0 - 1,2 - 2,1,2,3,0,0,1,1,2,6
28,tianna-hawkins,"MAY 26, 2017",WAS vs. CHI,W,19,5 - 10,0 - 3,2 - 2,4,1,5,0,0,1,2,1,12
29,tianna-hawkins,"MAY 24, 2017",WAS @ CHI,W,22,4 - 8,2 - 4,2 - 2,2,7,9,0,0,0,1,3,12
30,tianna-hawkins,"MAY 21, 2017",WAS @ SEA,L,15,1 - 5,0 - 1,0 - 0,0,3,3,0,0,0,1,3,2
31,tianna-hawkins,"MAY 19, 2017",WAS @ LAS,L,14,1 - 3,0 - 1,0 - 0,1,2,3,0,1,0,2,2,2
32,tianna-hawkins,"MAY 14, 2017",WAS vs. SAN,W,17,4 - 8,0 - 1,1 - 1,3,3,6,0,2,0,0,4,9
0,allison-hightower,"SEP 01, 2017",WAS vs. SEA,W,16,4 - 11,1 - 4,1 - 2,1,1,2,1,2,0,0,0,10
1,allison-hightower,"AUG 29, 2017",WAS vs. CON,L,7,2 - 2,0 - 0,0 - 0,0,0,0,0,0,0,1,1,4
2,allison-hightower,"AUG 26, 2017",WAS vs. DAL,L,9,1 - 3,0 - 0,0 - 0,0,0,0,1,1,0,1,0,2
3,allison-hightower,"AUG 25, 2017",WAS @ NYL,L,10,0 - 4,0 - 0,0 - 0,0,2,2,0,0,0,0,0,0
4,allison-hightower,"AUG 20, 2017",WAS @ IND,W,12,0 - 6,0 - 2,2 - 2,0,2,2,1,2,0,0,0,2
5,allison-hightower,"AUG 18, 2017",WAS vs. PHO,L,16,3 - 5,0 - 2,2 - 2,1,1,2,1,1,0,0,1,8
6,allison-hightower,"AUG 16, 2017",WAS vs. LAS,L,15,2 - 3,0 - 1,0 - 0,0,1,1,2,1,0,2,0,4
7,allison-hightower,"AUG 12, 2017",WAS vs. IND,W,13,4 - 8,2 - 3,0 - 0,0,1,1,0,0,0,0,1,10
8,allison-hightower,"AUG 06, 2017",WAS vs. PHO,W,24,3 - 7,0 - 1,0 - 0,0,2,2,3,0,0,0,4,6
9,allison-hightower,"AUG 04, 2017",WAS @ SAN,L,15,2 - 6,0 - 1,0 - 0,2,0,2,2,1,0,0,1,4
10,allison-hightower,"JUL 30, 2017",WAS @ ATL,W,9,0 - 3,0 - 1,2 - 2,0,0,0,1,0,0,0,0,2
0,emma-meesseman,"SEP 03, 2017",WAS @ MIN,L,21,1 - 6,0 - 1,5 - 5,1,3,4,2,0,2,2,4,7
1,emma-meesseman,"SEP 01, 2017",WAS vs. SEA,W,38,11 - 17,2 - 3,3 - 4,3,5,8,5,0,0,2,2,27
2,emma-meesseman,"AUG 29, 2017",WAS vs. CON,L,21,2 - 10,0 - 1,0 - 0,1,0,1,1,0,1,1,5,4
3,emma-meesseman,"AUG 26, 2017",WAS vs. DAL,L,35,10 - 17,1 - 3,1 - 2,0,6,6,1,0,3,3,4,22
4,emma-meesseman,"AUG 25, 2017",WAS @ NYL,L,31,6 - 10,0 - 3,0 - 1,2,6,8,3,1,2,2,4,12
5,emma-meesseman,"AUG 20, 2017",WAS @ IND,W,32,7 - 17,1 - 3,6 - 6,2,6,8,1,3,0,1,0,21
6,emma-meesseman,"AUG 18, 2017",WAS vs. PHO,L,26,3 - 10,0 - 0,1 - 2,3,5,8,3,0,0,2,6,7
7,emma-meesseman,"AUG 16, 2017",WAS vs. LAS,L,31,9 - 18,2 - 5,0 - 0,4,3,7,3,1,1,6,5,20
8,emma-meesseman,"AUG 12, 2017",WAS vs. IND,W,32,7 - 14,1 - 4,0 - 0,1,5,6,7,1,2,3,5,15
9,emma-meesseman,"AUG 06, 2017",WAS vs. PHO,W,33,6 - 11,1 - 4,2 - 2,4,3,7,2,2,2,2,1,15
10,emma-meesseman,"AUG 04, 2017",WAS @ SAN,L,29,6 - 14,0 - 0,3 - 4,4,5,9,6,0,2,1,2,15
11,emma-meesseman,"JUL 30, 2017",WAS @ ATL,W,35,14 - 22,0 - 0,2 - 2,4,6,10,2,0,2,1,1,30
12,emma-meesseman,"JUL 25, 2017",WAS @ SAN,W,29,5 - 9,0 - 1,6 - 7,0,3,3,1,2,3,3,4,16
13,emma-meesseman,"JUL 19, 2017",WAS vs. ATL,W,40,8 - 17,0 - 2,2 - 2,1,6,7,7,3,5,2,4,18
14,emma-meesseman,"JUL 16, 2017",WAS @ NYL,L,24,6 - 13,3 - 5,4 - 4,0,0,0,2,0,2,2,5,19
15,emma-meesseman,"JUL 14, 2017",WAS @ IND,W,30,6 - 12,1 - 2,2 - 2,1,4,5,3,1,2,3,3,15
16,emma-meesseman,"JUL 08, 2017",WAS @ CON,L,31,7 - 13,2 - 2,0 - 0,0,5,5,1,1,2,1,3,16
17,emma-meesseman,"JUL 05, 2017",WAS @ PHO,L,22,6 - 14,0 - 1,0 - 0,3,3,6,1,0,0,0,0,12
18,emma-meesseman,"JUL 02, 2017",WAS @ LAS,L,19,3 - 6,0 - 0,0 - 0,1,3,4,0,2,2,0,4,6
19,emma-meesseman,"MAY 24, 2017",WAS @ CHI,W,16,2 - 7,0 - 0,0 - 0,0,5,5,2,0,1,0,3,4
20,emma-meesseman,"MAY 21, 2017",WAS @ SEA,L,25,3 - 8,0 - 1,0 - 0,0,3,3,1,2,0,2,1,6
21,emma-meesseman,"MAY 19, 2017",WAS @ LAS,L,24,2 - 4,0 - 1,0 - 0,2,2,4,5,1,0,1,3,4
22,emma-meesseman,"MAY 14, 2017",WAS vs. SAN,W,29,5 - 11,0 - 2,3 - 3,3,5,8,5,2,1,0,2,13
0,tierra-ruffin-pratt,"SEP 03, 2017",WAS @ MIN,L,19,0 - 3,0 - 0,4 - 4,0,0,0,2,2,0,0,3,4
1,tierra-ruffin-pratt,"SEP 01, 2017",WAS vs. SEA,W,29,1 - 3,0 - 0,1 - 2,1,3,4,5,1,0,0,4,3
2,tierra-ruffin-pratt,"AUG 29, 2017",WAS vs. CON,L,21,3 - 10,0 - 0,0 - 0,1,1,2,1,0,0,1,4,6
3,tierra-ruffin-pratt,"AUG 26, 2017",WAS vs. DAL,L,26,2 - 9,0 - 0,2 - 3,3,2,5,1,0,0,2,6,6
4,tierra-ruffin-pratt,"AUG 25, 2017",WAS @ NYL,L,28,1 - 7,0 - 0,1 - 2,2,2,4,2,0,1,0,3,3
5,tierra-ruffin-pratt,"AUG 20, 2017",WAS @ IND,W,38,5 - 14,0 - 0,8 - 8,2,2,4,4,1,2,0,1,18
6,tierra-ruffin-pratt,"AUG 18, 2017",WAS vs. PHO,L,23,1 - 3,0 - 0,3 - 4,1,6,7,2,0,0,4,5,5
7,tierra-ruffin-pratt,"AUG 16, 2017",WAS vs. LAS,L,19,0 - 3,0 - 0,2 - 4,2,1,3,2,2,0,0,3,2
8,tierra-ruffin-pratt,"AUG 12, 2017",WAS vs. IND,W,24,1 - 3,0 - 0,5 - 5,0,2,2,1,0,1,1,2,7
9,tierra-ruffin-pratt,"AUG 06, 2017",WAS vs. PHO,W,32,7 - 14,0 - 0,3 - 3,0,5,5,3,0,2,3,3,17
10,tierra-ruffin-pratt,"AUG 04, 2017",WAS @ SAN,L,31,8 - 13,0 - 0,1 - 1,1,3,4,2,0,0,3,3,17
11,tierra-ruffin-pratt,"JUL 30, 2017",WAS @ ATL,W,29,0 - 5,0 - 1,4 - 8,1,6,7,3,1,1,2,3,4
12,tierra-ruffin-pratt,"JUL 25, 2017",WAS @ SAN,W,26,1 - 5,0 - 0,3 - 3,2,1,3,1,4,0,0,4,5
13,tierra-ruffin-pratt,"JUL 19, 2017",WAS vs. ATL,W,16,1 - 5,0 - 0,0 - 2,1,2,3,1,1,0,0,3,2
14,tierra-ruffin-pratt,"JUL 16, 2017",WAS @ NYL,L,18,1 - 7,0 - 0,0 - 0,2,4,6,2,1,0,2,0,2
15,tierra-ruffin-pratt,"JUL 14, 2017",WAS @ IND,W,29,2 - 7,0 - 0,2 - 6,1,10,11,1,1,0,3,4,6
16,tierra-ruffin-pratt,"JUL 08, 2017",WAS @ CON,L,26,4 - 12,0 - 0,2 - 2,1,5,6,4,1,1,3,4,10
17,tierra-ruffin-pratt,"JUL 05, 2017",WAS @ PHO,L,27,2 - 7,0 - 0,4 - 4,3,1,4,1,0,0,2,2,8
18,tierra-ruffin-pratt,"JUL 02, 2017",WAS @ LAS,L,25,4 - 8,0 - 0,2 - 4,2,1,3,2,1,0,1,3,10
19,tierra-ruffin-pratt,"JUN 29, 2017",WAS vs. NYL,W,19,1 - 2,0 - 0,1 - 1,0,8,8,1,0,1,0,1,3
20,tierra-ruffin-pratt,"JUN 27, 2017",WAS vs. SEA,W,25,4 - 7,0 - 0,3 - 3,3,9,12,4,1,0,3,2,11
21,tierra-ruffin-pratt,"JUN 25, 2017",WAS @ CHI,W,17,3 - 6,0 - 1,2 - 2,1,3,4,2,0,1,0,2,8
22,tierra-ruffin-pratt,"JUN 23, 2017",WAS @ MIN,L,24,1 - 7,0 - 0,2 - 2,1,5,6,1,1,0,7,5,4
23,tierra-ruffin-pratt,"JUN 18, 2017",WAS vs. DAL,L,32,6 - 11,0 - 0,3 - 6,0,6,6,1,2,1,0,2,15
24,tierra-ruffin-pratt,"JUN 11, 2017",WAS vs. IND,W,21,2 - 5,0 - 0,2 - 4,4,4,8,0,0,0,3,3,6
25,tierra-ruffin-pratt,"JUN 09, 2017",WAS vs. MIN,L,20,1 - 4,0 - 0,0 - 0,0,3,3,1,0,1,1,0,2
26,tierra-ruffin-pratt,"JUN 06, 2017",WAS @ DAL,W,24,3 - 11,0 - 0,2 - 2,3,0,3,6,1,1,0,4,8
27,tierra-ruffin-pratt,"JUN 04, 2017",WAS vs. ATL,W,26,4 - 8,0 - 0,3 - 4,0,7,7,4,0,0,4,3,11
28,tierra-ruffin-pratt,"MAY 31, 2017",WAS vs. CON,W,21,4 - 13,0 - 1,1 - 2,1,2,3,3,3,0,0,4,9
29,tierra-ruffin-pratt,"MAY 26, 2017",WAS vs. CHI,W,23,3 - 9,0 - 0,0 - 0,2,4,6,5,3,2,1,2,6
30,tierra-ruffin-pratt,"MAY 24, 2017",WAS @ CHI,W,20,5 - 11,0 - 0,5 - 6,4,6,10,3,1,1,0,4,15
31,tierra-ruffin-pratt,"MAY 21, 2017",WAS @ SEA,L,22,1 - 4,0 - 0,3 - 4,2,6,8,2,1,1,1,1,5
32,tierra-ruffin-pratt,"MAY 19, 2017",WAS @ LAS,L,17,0 - 5,0 - 1,1 - 2,3,1,4,3,1,0,1,3,1
33,tierra-ruffin-pratt,"MAY 14, 2017",WAS vs. SAN,W,29,2 - 8,0 - 0,4 - 4,2,7,9,3,3,0,2,3,8
0,asia-taylor,"SEP 03, 2017",WAS @ MIN,L,21,3 - 7,0 - 2,4 - 4,0,3,3,0,1,0,1,2,10
1,asia-taylor,"SEP 01, 2017",WAS vs. SEA,W,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
2,asia-taylor,"AUG 26, 2017",WAS vs. DAL,L,10,0 - 2,0 - 0,4 - 4,2,2,4,0,1,0,0,2,4
3,asia-taylor,"AUG 25, 2017",WAS @ NYL,L,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
4,asia-taylor,"AUG 20, 2017",WAS @ IND,W,6,0 - 1,0 - 0,0 - 0,1,1,2,1,0,0,1,0,0
5,asia-taylor,"AUG 18, 2017",WAS vs. PHO,L,11,1 - 1,0 - 0,2 - 2,1,1,2,0,0,1,0,0,4
6,asia-taylor,"AUG 16, 2017",WAS vs. LAS,L,5,0 - 1,0 - 0,1 - 2,1,0,1,0,0,0,0,1,1
7,asia-taylor,"AUG 12, 2017",WAS vs. IND,W,7,1 - 2,0 - 0,2 - 4,2,1,3,1,0,0,0,1,4
8,asia-taylor,"AUG 06, 2017",WAS vs. PHO,W,8,1 - 2,0 - 0,0 - 0,0,0,0,1,0,0,2,2,2
9,asia-taylor,"AUG 04, 2017",WAS @ SAN,L,3,0 - 0,0 - 0,3 - 4,1,1,2,0,1,0,0,0,3
10,asia-taylor,"JUL 16, 2017",WAS @ NYL,L,7,0 - 2,0 - 0,1 - 2,0,0,0,0,1,0,0,1,1
11,asia-taylor,"JUL 14, 2017",WAS @ IND,W,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
12,asia-taylor,"JUN 29, 2017",WAS vs. NYL,W,1,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
13,asia-taylor,"JUN 27, 2017",WAS vs. SEA,W,10,0 - 1,0 - 0,0 - 0,0,1,1,1,1,0,0,2,0
14,asia-taylor,"JUN 25, 2017",WAS @ CHI,W,10,2 - 4,0 - 0,0 - 0,3,1,4,1,0,0,1,1,4
15,asia-taylor,"JUN 23, 2017",WAS @ MIN,L,2,0 - 0,0 - 0,0 - 0,0,0,0,1,0,0,0,0,0
16,asia-taylor,"JUN 18, 2017",WAS vs. DAL,L,7,1 - 2,0 - 0,0 - 0,1,3,4,0,0,0,0,0,2
17,asia-taylor,"JUN 11, 2017",WAS vs. IND,W,3,0 - 0,0 - 0,2 - 4,0,0,0,0,0,0,0,0,2
18,asia-taylor,"JUN 09, 2017",WAS vs. MIN,L,19,3 - 10,0 - 0,0 - 0,1,6,7,1,0,0,3,3,6
19,asia-taylor,"JUN 06, 2017",WAS @ DAL,W,4,0 - 1,0 - 0,0 - 0,1,0,1,0,0,1,0,0,0
20,asia-taylor,"MAY 31, 2017",WAS vs. CON,W,8,0 - 0,0 - 0,0 - 0,2,1,3,0,1,0,2,1,0
21,asia-taylor,"MAY 26, 2017",WAS vs. CHI,W,9,1 - 2,0 - 0,0 - 0,0,3,3,1,0,0,0,2,2
22,asia-taylor,"MAY 21, 2017",WAS @ SEA,L,3,0 - 1,0 - 0,0 - 0,1,2,3,1,0,0,0,0,0
23,asia-taylor,"MAY 14, 2017",WAS vs. SAN,W,3,0 - 0,0 - 0,0 - 0,1,0,1,0,1,0,1,0,0
0,danielle-adams,"SEP 01, 2017",CON @ PHO,L,3,0 - 2,0 - 1,0 - 0,1,0,1,0,0,0,0,0,0
1,danielle-adams,"AUG 20, 2017",CON vs. PHO,W,2,0 - 1,0 - 1,0 - 0,0,0,0,0,1,0,1,0,0
2,danielle-adams,"AUG 15, 2017",CON @ ATL,W,3,0 - 2,0 - 1,0 - 0,0,0,0,1,0,0,0,1,0
3,danielle-adams,"JUL 30, 2017",CON vs. IND,W,4,0 - 2,0 - 2,2 - 2,1,0,1,0,0,0,2,1,2
4,danielle-adams,"JUL 25, 2017",CON vs. CHI,W,5,2 - 6,0 - 2,1 - 1,3,1,4,0,0,0,0,0,5
5,danielle-adams,"JUL 19, 2017",CON @ NYL,L,7,3 - 5,2 - 4,0 - 0,0,0,0,0,1,0,0,4,8
6,danielle-adams,"JUL 16, 2017",CON vs. SAN,W,3,1 - 3,1 - 2,0 - 0,0,0,0,0,0,0,0,2,3
7,danielle-adams,"JUL 05, 2017",CON @ SAN,W,6,2 - 5,2 - 4,0 - 0,0,0,0,2,0,0,1,1,6
8,danielle-adams,"JUN 27, 2017",CON vs. LAS,L,5,0 - 2,0 - 1,0 - 0,1,0,1,0,0,0,1,1,0
9,danielle-adams,"JUN 25, 2017",CON @ DAL,L,5,2 - 4,2 - 3,0 - 0,0,0,0,0,0,0,0,2,6
10,danielle-adams,"JUN 17, 2017",CON @ MIN,W,2,0 - 0,0 - 0,0 - 0,1,0,1,0,0,1,0,0,0
11,danielle-adams,"JUN 14, 2017",CON vs. NYL,W,4,1 - 1,1 - 1,0 - 0,0,0,0,0,0,1,0,0,3
12,danielle-adams,"JUN 10, 2017",CON vs. ATL,W,7,1 - 3,0 - 2,2 - 2,0,2,2,0,1,1,0,2,4
13,danielle-adams,"JUN 03, 2017",CON @ SAN,W,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
14,danielle-adams,"MAY 31, 2017",CON @ WAS,L,3,0 - 0,0 - 0,0 - 0,0,0,0,0,1,0,0,1,0
15,danielle-adams,"MAY 28, 2017",CON @ CHI,W,2,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
16,danielle-adams,"MAY 26, 2017",CON vs. MIN,L,9,0 - 2,0 - 1,0 - 0,0,1,1,1,0,1,0,2,0
17,danielle-adams,"MAY 23, 2017",CON @ MIN,L,2,1 - 1,1 - 1,0 - 0,0,0,0,0,0,0,0,1,3
18,danielle-adams,"MAY 20, 2017",CON @ IND,L,11,3 - 5,3 - 5,0 - 0,0,0,0,0,0,0,2,6,9
0,bria-holmes,"SEP 03, 2017",ATL @ PHO,L,8,1 - 2,0 - 0,0 - 0,1,1,2,1,0,0,1,1,2
1,bria-holmes,"SEP 01, 2017",ATL @ LAS,L,19,0 - 2,0 - 1,0 - 0,0,1,1,1,0,0,1,2,0
2,bria-holmes,"AUG 26, 2017",ATL vs. IND,W,16,3 - 3,1 - 1,0 - 3,2,2,4,1,0,0,0,2,7
3,bria-holmes,"AUG 23, 2017",ATL vs. SEA,W,13,2 - 3,0 - 1,1 - 2,0,0,0,1,0,0,2,1,5
4,bria-holmes,"AUG 12, 2017",ATL @ SAN,L,13,1 - 2,0 - 0,0 - 0,0,0,0,2,0,1,1,0,2
5,bria-holmes,"AUG 11, 2017",ATL vs. NYL,L,20,0 - 4,0 - 0,4 - 6,1,3,4,0,0,0,0,1,4
6,bria-holmes,"AUG 08, 2017",ATL vs. MIN,L,18,2 - 5,2 - 3,1 - 2,0,1,1,5,1,0,1,1,7
7,bria-holmes,"AUG 05, 2017",ATL @ CHI,L,11,3 - 4,0 - 0,0 - 0,1,2,3,2,0,1,0,1,6
8,bria-holmes,"AUG 03, 2017",ATL @ MIN,L,10,0 - 6,0 - 1,0 - 0,3,0,3,0,0,0,3,0,0
9,bria-holmes,"JUL 30, 2017",ATL vs. WAS,L,28,5 - 13,0 - 1,0 - 1,1,3,4,4,2,0,0,0,10
10,bria-holmes,"JUL 28, 2017",ATL vs. MIN,L,19,3 - 3,1 - 1,0 - 0,0,3,3,1,0,0,1,2,7
11,bria-holmes,"JUL 25, 2017",ATL vs. PHO,W,18,1 - 4,0 - 1,1 - 2,1,1,2,1,3,0,0,0,3
12,bria-holmes,"JUL 19, 2017",ATL @ WAS,L,14,1 - 7,0 - 2,0 - 0,1,3,4,0,0,0,1,0,2
13,bria-holmes,"JUL 18, 2017",ATL vs. SAN,W,23,0 - 8,0 - 2,1 - 4,2,4,6,0,1,0,1,3,1
14,bria-holmes,"JUL 15, 2017",ATL @ SEA,L,17,1 - 6,0 - 1,3 - 4,1,0,1,1,0,0,1,0,5
15,bria-holmes,"JUL 12, 2017",ATL @ PHO,L,13,5 - 9,2 - 3,1 - 3,0,0,0,0,1,1,0,0,13
16,bria-holmes,"JUL 09, 2017",ATL vs. DAL,W,25,5 - 9,0 - 1,3 - 4,1,5,6,4,0,0,1,1,13
17,bria-holmes,"JUL 07, 2017",ATL vs. IND,W,30,2 - 6,0 - 1,1 - 2,0,3,3,2,1,0,2,3,5
18,bria-holmes,"JUL 05, 2017",ATL @ DAL,L,29,4 - 11,0 - 0,0 - 0,1,1,2,2,1,0,2,3,8
19,bria-holmes,"JUL 02, 2017",ATL vs. NYL,W,18,2 - 7,0 - 1,7 - 9,1,3,4,0,0,1,2,0,11
20,bria-holmes,"JUN 30, 2017",ATL vs. LAS,L,22,4 - 10,0 - 2,2 - 3,1,2,3,5,2,0,2,3,10
21,bria-holmes,"JUN 23, 2017",ATL vs. CHI,L,23,2 - 8,0 - 2,2 - 2,1,1,2,1,0,2,0,0,6
22,bria-holmes,"JUN 15, 2017",ATL @ IND,L,34,6 - 9,1 - 3,4 - 4,0,2,2,4,0,0,2,2,17
23,bria-holmes,"JUN 13, 2017",ATL @ SEA,W,36,4 - 10,0 - 2,7 - 8,3,4,7,3,0,0,3,4,15
24,bria-holmes,"JUN 10, 2017",ATL @ CON,L,22,4 - 9,0 - 2,3 - 6,0,3,3,2,0,0,1,2,11
25,bria-holmes,"JUN 07, 2017",ATL @ NYL,L,18,0 - 5,0 - 1,0 - 0,2,0,2,0,2,0,0,1,0
26,bria-holmes,"JUN 04, 2017",ATL @ WAS,L,24,5 - 14,0 - 4,3 - 4,1,1,2,1,0,0,1,2,13
27,bria-holmes,"MAY 31, 2017",ATL vs. SAN,W,34,5 - 14,2 - 3,3 - 4,4,2,6,2,2,1,0,1,15
28,bria-holmes,"MAY 27, 2017",ATL vs. LAS,W,38,5 - 12,0 - 2,1 - 4,1,2,3,2,2,0,3,2,11
29,bria-holmes,"MAY 21, 2017",ATL vs. CHI,L,35,4 - 14,1 - 4,4 - 7,1,2,3,3,2,0,0,3,13
30,bria-holmes,"MAY 19, 2017",ATL @ CHI,W,33,5 - 10,0 - 3,2 - 2,1,1,2,4,2,0,2,0,12
31,bria-holmes,"MAY 13, 2017",ATL @ CON,W,31,6 - 12,0 - 4,3 - 3,0,4,4,1,1,0,1,4,15
0,jonquel-jones,"SEP 03, 2017",CON @ LAS,L,32,3 - 6,2 - 2,2 - 4,0,10,10,1,0,0,3,2,10
1,jonquel-jones,"SEP 01, 2017",CON @ PHO,L,20,2 - 6,0 - 3,1 - 1,2,7,9,1,0,0,0,4,5
2,jonquel-jones,"AUG 29, 2017",CON @ WAS,W,35,4 - 11,1 - 1,5 - 7,6,16,22,6,0,2,3,4,14
3,jonquel-jones,"AUG 25, 2017",CON vs. CHI,L,19,0 - 6,0 - 0,6 - 6,2,9,11,1,0,1,1,4,6
4,jonquel-jones,"AUG 23, 2017",CON vs. DAL,W,32,8 - 11,0 - 1,4 - 5,5,12,17,1,0,1,4,3,20
5,jonquel-jones,"AUG 20, 2017",CON vs. PHO,W,30,8 - 11,1 - 2,3 - 3,2,6,8,1,1,1,0,4,20
6,jonquel-jones,"AUG 18, 2017",CON vs. NYL,L,23,4 - 6,1 - 2,2 - 5,1,8,9,0,0,0,2,4,11
7,jonquel-jones,"AUG 15, 2017",CON @ ATL,W,26,8 - 12,2 - 3,2 - 3,2,11,13,2,0,3,2,1,20
8,jonquel-jones,"AUG 12, 2017",CON vs. DAL,W,36,4 - 9,0 - 1,11 - 14,6,10,16,4,4,5,4,3,19
