,player,date,opp,result,min,fgm-a,3pm-a,ftm-a,oreb,dreb,reb,ast,stl,blk,to,pf,pts
9,jonquel-jones,"AUG 08, 2017",CON vs. SEA,W,37,6 - 12,0 - 2,8 - 9,3,11,14,3,2,3,4,0,20
10,jonquel-jones,"AUG 04, 2017",CON vs. PHO,W,34,5 - 9,0 - 1,9 - 9,3,12,15,1,2,1,0,6,19
11,jonquel-jones,"JUL 30, 2017",CON vs. IND,W,24,4 - 6,1 - 1,5 - 6,3,10,13,1,2,3,2,1,14
12,jonquel-jones,"JUL 25, 2017",CON vs. CHI,W,24,4 - 8,3 - 3,1 - 2,4,6,10,2,2,1,3,1,12
13,jonquel-jones,"JUL 19, 2017",CON @ NYL,L,24,6 - 12,0 - 4,2 - 2,3,7,10,1,1,0,0,2,14
14,jonquel-jones,"JUL 16, 2017",CON vs. SAN,W,24,3 - 7,1 - 2,6 - 8,1,5,6,0,0,2,2,1,13
15,jonquel-jones,"JUL 13, 2017",CON @ LAS,L,24,7 - 9,0 - 1,6 - 6,3,4,7,2,1,0,2,5,20
16,jonquel-jones,"JUL 12, 2017",CON @ SEA,W,35,4 - 10,1 - 2,5 - 6,6,6,12,2,0,1,0,4,14
17,jonquel-jones,"JUL 08, 2017",CON vs. WAS,W,35,7 - 12,0 - 1,8 - 9,1,8,9,1,1,0,1,3,22
18,jonquel-jones,"JUL 05, 2017",CON @ SAN,W,18,4 - 5,0 - 1,0 - 0,2,6,8,2,0,2,1,3,8
19,jonquel-jones,"JUL 01, 2017",CON @ IND,W,28,11 - 13,2 - 2,5 - 7,5,10,15,0,0,0,4,5,29
20,jonquel-jones,"JUN 29, 2017",CON vs. SEA,W,25,5 - 8,0 - 1,3 - 5,3,7,10,1,0,2,1,5,13
21,jonquel-jones,"JUN 27, 2017",CON vs. LAS,L,26,5 - 17,1 - 2,2 - 2,10,7,17,2,0,1,2,4,13
22,jonquel-jones,"JUN 25, 2017",CON @ DAL,L,30,6 - 13,0 - 1,2 - 2,4,8,12,2,1,2,4,4,14
23,jonquel-jones,"JUN 23, 2017",CON @ NYL,W,37,7 - 14,3 - 5,4 - 6,3,4,7,1,1,0,0,3,21
24,jonquel-jones,"JUN 17, 2017",CON @ MIN,W,37,6 - 7,2 - 2,2 - 2,2,6,8,2,4,4,2,3,16
25,jonquel-jones,"JUN 14, 2017",CON vs. NYL,W,34,8 - 12,0 - 1,3 - 3,3,9,12,3,0,1,0,4,19
26,jonquel-jones,"JUN 10, 2017",CON vs. ATL,W,32,7 - 11,0 - 1,6 - 7,6,9,15,0,1,5,0,3,20
27,jonquel-jones,"JUN 03, 2017",CON @ SAN,W,30,4 - 9,0 - 1,1 - 1,3,11,14,1,0,2,2,3,9
28,jonquel-jones,"MAY 31, 2017",CON @ WAS,L,33,5 - 15,2 - 4,2 - 2,5,8,13,2,1,4,2,4,14
29,jonquel-jones,"MAY 28, 2017",CON @ CHI,W,29,7 - 17,1 - 1,8 - 12,8,13,21,0,0,0,1,5,23
30,jonquel-jones,"MAY 26, 2017",CON vs. MIN,L,13,2 - 3,1 - 1,2 - 2,0,2,2,0,1,0,1,3,7
31,jonquel-jones,"MAY 23, 2017",CON @ MIN,L,24,7 - 10,0 - 0,2 - 2,3,3,6,0,1,1,0,5,16
32,jonquel-jones,"MAY 20, 2017",CON @ IND,L,33,7 - 11,0 - 0,5 - 5,6,6,12,4,1,0,2,6,19
33,jonquel-jones,"MAY 13, 2017",CON vs. ATL,L,27,3 - 11,0 - 1,2 - 2,7,13,20,0,2,2,2,3,8
0,lynetta-kizer,"AUG 18, 2017",CON vs. NYL,L,6,0 - 2,0 - 0,0 - 0,0,1,1,1,0,0,1,2,0
1,lynetta-kizer,"AUG 15, 2017",CON @ ATL,W,14,4 - 7,0 - 0,2 - 3,2,0,2,0,0,1,2,3,10
2,lynetta-kizer,"JUL 30, 2017",CON vs. IND,W,5,1 - 2,0 - 0,0 - 0,0,0,0,0,1,0,0,0,2
3,lynetta-kizer,"JUL 25, 2017",CON vs. CHI,W,9,2 - 3,0 - 0,2 - 2,1,2,3,0,1,0,0,0,6
4,lynetta-kizer,"JUL 19, 2017",CON @ NYL,L,10,3 - 3,0 - 0,5 - 5,0,1,1,1,0,0,0,0,11
5,lynetta-kizer,"JUL 16, 2017",CON vs. SAN,W,5,1 - 1,0 - 0,1 - 2,1,1,2,0,0,0,0,1,3
6,lynetta-kizer,"JUL 13, 2017",CON @ LAS,L,14,1 - 4,0 - 0,0 - 0,3,3,6,0,1,0,1,3,2
7,lynetta-kizer,"JUL 12, 2017",CON @ SEA,W,2,1 - 1,0 - 0,0 - 0,1,0,1,0,0,0,0,0,2
8,lynetta-kizer,"JUL 08, 2017",CON vs. WAS,W,7,2 - 2,0 - 0,0 - 0,0,1,1,0,0,0,0,0,4
9,lynetta-kizer,"JUL 05, 2017",CON @ SAN,W,14,4 - 7,0 - 0,0 - 0,2,3,5,0,0,0,0,3,8
10,lynetta-kizer,"JUL 01, 2017",CON @ IND,W,9,0 - 3,0 - 0,0 - 0,0,0,0,1,0,0,1,2,0
11,lynetta-kizer,"JUN 29, 2017",CON vs. SEA,W,5,0 - 2,0 - 0,1 - 2,0,0,0,0,0,0,0,0,1
12,lynetta-kizer,"JUN 27, 2017",CON vs. LAS,L,3,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,1,2
13,lynetta-kizer,"JUN 03, 2017",CON @ SAN,W,16,2 - 7,0 - 0,2 - 3,2,4,6,2,1,1,0,1,6
14,lynetta-kizer,"MAY 31, 2017",CON @ WAS,L,21,5 - 14,0 - 0,2 - 2,4,4,8,1,4,1,0,4,12
15,lynetta-kizer,"MAY 28, 2017",CON @ CHI,W,26,5 - 10,0 - 0,6 - 8,2,5,7,0,0,0,0,3,16
16,lynetta-kizer,"MAY 26, 2017",CON vs. MIN,L,16,6 - 11,0 - 0,0 - 0,1,2,3,0,0,0,0,3,12
17,lynetta-kizer,"MAY 23, 2017",CON @ MIN,L,17,3 - 6,0 - 1,0 - 0,0,1,1,0,3,1,1,5,6
18,lynetta-kizer,"MAY 20, 2017",CON @ IND,L,23,5 - 8,0 - 0,2 - 3,1,2,3,0,0,1,1,4,12
19,lynetta-kizer,"MAY 13, 2017",CON vs. ATL,L,16,2 - 6,0 - 0,0 - 0,2,5,7,0,0,2,3,2,4
0,morgan-tuck,"SEP 03, 2017",CON @ LAS,L,19,3 - 7,1 - 4,2 - 2,0,1,1,0,1,0,2,1,9
1,morgan-tuck,"SEP 01, 2017",CON @ PHO,L,18,1 - 4,1 - 3,0 - 0,0,2,2,0,0,0,3,2,3
2,morgan-tuck,"AUG 29, 2017",CON @ WAS,W,9,1 - 3,1 - 1,0 - 0,0,0,0,0,0,0,0,1,3
3,morgan-tuck,"AUG 25, 2017",CON vs. CHI,L,12,3 - 6,0 - 1,2 - 3,1,0,1,1,0,0,1,1,8
4,morgan-tuck,"AUG 23, 2017",CON vs. DAL,W,13,2 - 6,0 - 1,0 - 0,1,1,2,0,0,0,1,0,4
5,morgan-tuck,"AUG 20, 2017",CON vs. PHO,W,14,0 - 4,0 - 2,0 - 0,0,3,3,1,0,0,0,3,0
6,morgan-tuck,"AUG 18, 2017",CON vs. NYL,L,10,2 - 3,0 - 1,0 - 0,0,1,1,0,0,0,0,0,4
7,morgan-tuck,"AUG 15, 2017",CON @ ATL,W,18,0 - 5,0 - 0,2 - 2,0,3,3,3,1,0,1,2,2
8,morgan-tuck,"AUG 12, 2017",CON vs. DAL,W,9,1 - 2,0 - 1,0 - 0,1,0,1,0,0,0,0,2,2
9,morgan-tuck,"AUG 08, 2017",CON vs. SEA,W,13,1 - 4,0 - 1,0 - 2,2,2,4,2,0,0,2,0,2
10,morgan-tuck,"AUG 04, 2017",CON vs. PHO,W,3,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
11,morgan-tuck,"JUL 30, 2017",CON vs. IND,W,17,2 - 8,0 - 2,0 - 0,0,0,0,1,0,0,0,2,4
12,morgan-tuck,"JUL 25, 2017",CON vs. CHI,W,12,1 - 4,0 - 2,0 - 0,0,3,3,3,1,0,0,0,2
13,morgan-tuck,"JUL 19, 2017",CON @ NYL,L,19,0 - 1,0 - 0,2 - 2,0,3,3,0,0,0,2,2,2
14,morgan-tuck,"JUL 16, 2017",CON vs. SAN,W,16,3 - 5,1 - 1,0 - 0,1,1,2,0,1,0,0,2,7
15,morgan-tuck,"JUL 13, 2017",CON @ LAS,L,16,3 - 7,1 - 3,0 - 0,1,1,2,2,0,0,1,3,7
16,morgan-tuck,"JUL 12, 2017",CON @ SEA,W,6,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
17,morgan-tuck,"MAY 28, 2017",CON @ CHI,W,17,3 - 9,1 - 3,0 - 0,0,2,2,1,0,0,1,4,7
18,morgan-tuck,"MAY 26, 2017",CON vs. MIN,L,19,3 - 6,0 - 1,0 - 0,0,0,0,0,1,0,1,2,6
19,morgan-tuck,"MAY 23, 2017",CON @ MIN,L,37,5 - 17,1 - 4,1 - 2,2,8,10,3,3,0,2,1,12
20,morgan-tuck,"MAY 20, 2017",CON @ IND,L,29,4 - 8,1 - 1,4 - 4,2,4,6,1,0,0,3,3,13
21,morgan-tuck,"MAY 13, 2017",CON vs. ATL,L,38,7 - 18,3 - 6,4 - 4,0,3,3,2,0,0,2,3,21
0,courtney-williams,"SEP 03, 2017",CON @ LAS,L,34,7 - 13,3 - 4,2 - 2,2,3,5,3,1,0,3,2,19
1,courtney-williams,"SEP 01, 2017",CON @ PHO,L,22,2 - 7,0 - 1,0 - 0,0,2,2,0,1,0,1,1,4
2,courtney-williams,"AUG 29, 2017",CON @ WAS,W,20,0 - 7,0 - 0,0 - 0,1,1,2,2,1,0,0,2,0
3,courtney-williams,"AUG 25, 2017",CON vs. CHI,L,24,4 - 14,1 - 1,2 - 2,2,4,6,1,0,0,3,1,11
4,courtney-williams,"AUG 23, 2017",CON vs. DAL,W,30,4 - 12,0 - 1,1 - 1,3,3,6,5,0,2,0,0,9
5,courtney-williams,"AUG 20, 2017",CON vs. PHO,W,29,8 - 14,0 - 1,0 - 0,3,1,4,2,2,0,1,1,16
6,courtney-williams,"AUG 18, 2017",CON vs. NYL,L,27,4 - 13,0 - 1,1 - 2,0,3,3,2,0,0,1,2,9
7,courtney-williams,"AUG 15, 2017",CON @ ATL,W,21,5 - 11,0 - 1,2 - 2,1,1,2,3,1,0,1,2,12
8,courtney-williams,"AUG 12, 2017",CON vs. DAL,W,29,8 - 15,0 - 1,3 - 3,3,2,5,2,0,0,1,3,19
9,courtney-williams,"AUG 08, 2017",CON vs. SEA,W,34,12 - 21,1 - 2,2 - 2,1,7,8,2,0,1,2,0,27
10,courtney-williams,"AUG 04, 2017",CON vs. PHO,W,27,5 - 12,0 - 1,0 - 0,0,2,2,4,0,0,1,2,10
11,courtney-williams,"JUL 30, 2017",CON vs. IND,W,20,5 - 7,0 - 0,0 - 0,2,4,6,2,1,1,2,4,10
12,courtney-williams,"JUL 25, 2017",CON vs. CHI,W,24,8 - 13,0 - 1,1 - 1,0,3,3,6,1,0,3,1,17
13,courtney-williams,"JUL 19, 2017",CON @ NYL,L,28,4 - 9,0 - 1,0 - 1,3,1,4,4,0,0,1,2,8
14,courtney-williams,"JUL 16, 2017",CON vs. SAN,W,21,7 - 12,1 - 3,0 - 0,1,5,6,0,2,0,1,2,15
15,courtney-williams,"JUL 13, 2017",CON @ LAS,L,20,4 - 8,2 - 2,0 - 0,0,2,2,1,0,0,1,1,10
16,courtney-williams,"JUL 12, 2017",CON @ SEA,W,26,4 - 12,0 - 2,2 - 2,0,3,3,0,0,0,0,4,10
17,courtney-williams,"JUL 08, 2017",CON vs. WAS,W,26,5 - 11,0 - 0,2 - 4,3,2,5,1,0,1,1,0,12
18,courtney-williams,"JUL 05, 2017",CON @ SAN,W,25,8 - 14,0 - 1,1 - 1,1,3,4,2,1,0,1,1,17
19,courtney-williams,"JUL 01, 2017",CON @ IND,W,20,3 - 8,0 - 0,0 - 0,2,3,5,3,0,0,1,1,6
20,courtney-williams,"JUN 29, 2017",CON vs. SEA,W,26,4 - 12,0 - 0,0 - 0,2,1,3,3,2,1,0,1,8
21,courtney-williams,"JUN 27, 2017",CON vs. LAS,L,29,5 - 10,0 - 0,4 - 4,1,2,3,1,1,0,1,1,14
22,courtney-williams,"JUN 25, 2017",CON @ DAL,L,26,6 - 11,0 - 0,2 - 2,0,0,0,1,0,0,2,2,14
23,courtney-williams,"JUN 23, 2017",CON @ NYL,W,33,7 - 14,0 - 1,0 - 0,1,5,6,2,0,1,2,2,14
24,courtney-williams,"JUN 17, 2017",CON @ MIN,W,28,6 - 13,0 - 2,0 - 0,2,4,6,4,1,1,2,2,12
25,courtney-williams,"JUN 14, 2017",CON vs. NYL,W,29,8 - 11,1 - 1,5 - 6,2,4,6,1,0,0,1,2,22
26,courtney-williams,"JUN 10, 2017",CON vs. ATL,W,38,9 - 19,0 - 2,1 - 1,0,5,5,5,1,0,1,3,19
27,courtney-williams,"JUN 03, 2017",CON @ SAN,W,31,10 - 11,1 - 1,2 - 2,3,7,10,0,0,0,3,2,23
28,courtney-williams,"MAY 31, 2017",CON @ WAS,L,19,2 - 6,0 - 0,0 - 0,1,0,1,0,0,0,1,1,4
29,courtney-williams,"MAY 28, 2017",CON @ CHI,W,16,3 - 7,0 - 1,0 - 0,1,2,3,1,0,0,0,1,6
30,courtney-williams,"MAY 26, 2017",CON vs. MIN,L,22,3 - 9,0 - 1,3 - 3,1,4,5,2,0,0,1,1,9
31,courtney-williams,"MAY 23, 2017",CON @ MIN,L,19,2 - 5,0 - 0,0 - 0,1,1,2,3,1,0,0,0,4
32,courtney-williams,"MAY 20, 2017",CON @ IND,L,36,5 - 16,0 - 1,0 - 0,2,3,5,2,1,0,6,1,10
33,courtney-williams,"MAY 13, 2017",CON vs. ATL,L,27,8 - 14,2 - 3,0 - 0,1,4,5,1,0,0,1,4,18
0,renee-montgomery,"SEP 03, 2017",MIN vs. WAS,W,34,6 - 11,3 - 7,3 - 5,1,1,2,3,0,1,1,1,18
1,renee-montgomery,"SEP 01, 2017",MIN vs. CHI,W,27,8 - 10,4 - 5,1 - 1,2,0,2,5,0,0,2,2,21
2,renee-montgomery,"AUG 30, 2017",MIN @ IND,W,18,0 - 2,0 - 2,0 - 0,0,1,1,2,0,0,3,0,0
3,renee-montgomery,"AUG 27, 2017",MIN @ LAS,L,19,3 - 4,1 - 1,0 - 0,0,2,2,3,0,0,4,1,7
4,renee-montgomery,"AUG 25, 2017",MIN @ SAN,W,32,4 - 9,1 - 5,0 - 0,0,1,1,8,0,0,5,2,9
5,renee-montgomery,"AUG 22, 2017",MIN vs. PHO,W,31,2 - 6,1 - 4,3 - 3,0,3,3,7,1,0,2,3,8
6,renee-montgomery,"AUG 20, 2017",MIN @ NYL,L,37,1 - 9,1 - 8,0 - 0,1,2,3,3,0,0,1,1,3
7,renee-montgomery,"AUG 18, 2017",MIN vs. IND,W,28,7 - 9,5 - 7,1 - 2,1,5,6,1,1,0,1,0,20
8,renee-montgomery,"AUG 16, 2017",MIN @ SEA,L,34,2 - 7,0 - 1,2 - 2,0,1,1,4,1,0,2,2,6
9,renee-montgomery,"AUG 11, 2017",MIN vs. LAS,L,38,3 - 9,2 - 4,2 - 3,0,0,0,5,1,0,4,3,10
10,renee-montgomery,"AUG 08, 2017",MIN @ ATL,W,34,5 - 8,3 - 3,0 - 0,1,1,2,6,1,0,2,1,13
11,renee-montgomery,"AUG 06, 2017",MIN @ IND,L,24,1 - 4,0 - 2,0 - 0,0,2,2,3,1,0,2,1,2
12,renee-montgomery,"AUG 03, 2017",MIN vs. ATL,W,18,2 - 6,0 - 2,1 - 1,1,0,1,7,3,0,1,0,5
13,renee-montgomery,"JUL 30, 2017",MIN vs. SEA,W,22,3 - 8,1 - 4,1 - 1,0,1,1,5,0,0,0,2,8
14,renee-montgomery,"JUL 28, 2017",MIN @ ATL,W,13,2 - 3,0 - 1,0 - 0,0,0,0,1,0,0,1,0,4
15,renee-montgomery,"JUL 25, 2017",MIN vs. NYL,W,14,1 - 3,0 - 0,0 - 0,0,1,1,2,0,0,0,0,2
16,renee-montgomery,"JUL 19, 2017",MIN vs. DAL,W,24,2 - 4,1 - 2,2 - 2,1,2,3,3,0,0,5,4,7
17,renee-montgomery,"JUL 16, 2017",MIN vs. PHO,W,21,3 - 7,0 - 3,4 - 5,0,2,2,2,0,0,1,1,10
18,renee-montgomery,"JUL 14, 2017",MIN @ PHO,W,14,2 - 6,0 - 1,0 - 0,0,2,2,2,2,0,1,2,4
19,renee-montgomery,"JUL 08, 2017",MIN @ CHI,L,24,3 - 7,3 - 6,0 - 0,2,2,4,3,2,0,2,2,9
20,renee-montgomery,"JUL 06, 2017",MIN vs. LAS,W,25,6 - 9,4 - 5,4 - 6,0,2,2,4,3,0,1,1,20
21,renee-montgomery,"JUN 30, 2017",MIN @ PHO,W,9,1 - 3,0 - 1,0 - 0,0,0,0,2,0,0,1,2,2
22,renee-montgomery,"JUN 25, 2017",MIN vs. SAN,W,18,1 - 7,1 - 5,1 - 2,0,1,1,2,0,0,2,0,4
23,renee-montgomery,"JUN 23, 2017",MIN vs. WAS,W,12,1 - 4,0 - 1,2 - 2,0,0,0,1,1,0,1,1,4
24,renee-montgomery,"JUN 17, 2017",MIN vs. CON,L,19,5 - 9,1 - 3,6 - 7,0,0,0,3,2,1,2,1,17
25,renee-montgomery,"JUN 11, 2017",MIN @ DAL,W,15,2 - 6,1 - 2,0 - 0,0,2,2,2,0,0,3,2,5
26,renee-montgomery,"JUN 09, 2017",MIN @ WAS,W,22,5 - 8,2 - 4,1 - 1,1,2,3,5,1,0,0,5,13
27,renee-montgomery,"JUN 03, 2017",MIN @ SEA,W,18,2 - 8,0 - 2,0 - 0,2,0,2,4,1,0,2,1,4
28,renee-montgomery,"MAY 28, 2017",MIN vs. SAN,W,20,1 - 8,0 - 4,2 - 2,1,0,1,7,0,0,1,0,4
29,renee-montgomery,"MAY 26, 2017",MIN @ CON,W,23,3 - 7,1 - 3,4 - 4,0,2,2,4,1,0,3,1,11
30,renee-montgomery,"MAY 23, 2017",MIN vs. CON,W,16,2 - 3,2 - 2,0 - 0,0,0,0,3,0,0,0,1,6
31,renee-montgomery,"MAY 20, 2017",MIN @ DAL,W,15,0 - 3,0 - 3,6 - 6,1,0,1,1,0,0,1,3,6
32,renee-montgomery,"MAY 18, 2017",MIN @ NYL,W,18,2 - 6,1 - 4,2 - 2,0,1,1,2,2,0,1,1,7
33,renee-montgomery,"MAY 14, 2017",MIN vs. CHI,W,11,1 - 4,0 - 2,0 - 0,0,0,0,2,0,0,0,0,2
0,maya-moore,"SEP 03, 2017",MIN vs. WAS,W,32,10 - 19,3 - 6,3 - 3,1,1,2,2,3,0,0,3,26
1,maya-moore,"SEP 01, 2017",MIN vs. CHI,W,32,7 - 14,4 - 7,2 - 2,0,7,7,9,3,0,3,3,20
2,maya-moore,"AUG 30, 2017",MIN @ IND,W,28,6 - 11,2 - 3,4 - 5,0,1,1,3,1,0,0,2,18
3,maya-moore,"AUG 27, 2017",MIN @ LAS,L,32,4 - 11,2 - 6,0 - 0,0,2,2,2,1,0,2,2,10
4,maya-moore,"AUG 25, 2017",MIN @ SAN,W,35,10 - 15,2 - 4,2 - 3,0,3,3,4,3,1,0,3,24
5,maya-moore,"AUG 22, 2017",MIN vs. PHO,W,28,7 - 15,2 - 4,5 - 5,1,0,1,3,1,2,2,1,21
6,maya-moore,"AUG 20, 2017",MIN @ NYL,L,35,8 - 19,4 - 8,2 - 2,3,3,6,1,1,0,2,4,22
7,maya-moore,"AUG 18, 2017",MIN vs. IND,W,24,3 - 8,0 - 1,5 - 5,1,3,4,4,2,0,1,2,11
8,maya-moore,"AUG 16, 2017",MIN @ SEA,L,33,5 - 16,2 - 5,3 - 4,6,5,11,2,1,0,2,3,15
9,maya-moore,"AUG 11, 2017",MIN vs. LAS,L,35,4 - 10,0 - 2,4 - 4,1,2,3,3,2,0,1,2,12
10,maya-moore,"AUG 08, 2017",MIN @ ATL,W,37,7 - 15,0 - 3,2 - 3,2,1,3,4,1,0,1,1,16
11,maya-moore,"AUG 06, 2017",MIN @ IND,L,36,9 - 18,0 - 2,10 - 10,3,3,6,3,2,1,5,4,28
12,maya-moore,"AUG 03, 2017",MIN vs. ATL,W,35,4 - 14,1 - 5,6 - 8,1,4,5,1,5,0,4,3,15
13,maya-moore,"JUL 30, 2017",MIN vs. SEA,W,32,8 - 13,2 - 4,6 - 7,2,1,3,6,3,0,1,4,24
14,maya-moore,"JUL 28, 2017",MIN @ ATL,W,33,6 - 12,3 - 7,2 - 2,0,3,3,3,3,0,2,3,17
15,maya-moore,"JUL 25, 2017",MIN vs. NYL,W,32,11 - 20,3 - 5,2 - 3,0,5,5,1,3,0,2,2,27
16,maya-moore,"JUL 19, 2017",MIN vs. DAL,W,27,9 - 15,2 - 4,3 - 3,2,7,9,1,1,0,2,2,23
17,maya-moore,"JUL 16, 2017",MIN vs. PHO,W,31,3 - 9,0 - 3,3 - 3,1,8,9,2,3,0,2,2,9
18,maya-moore,"JUL 14, 2017",MIN @ PHO,W,33,7 - 12,4 - 7,1 - 3,1,4,5,7,0,1,3,5,19
19,maya-moore,"JUL 08, 2017",MIN @ CHI,L,24,0 - 3,0 - 2,8 - 10,0,0,0,2,3,0,4,2,8
20,maya-moore,"JUL 06, 2017",MIN vs. LAS,W,34,4 - 10,0 - 1,2 - 2,3,2,5,2,3,0,1,2,10
21,maya-moore,"JUN 30, 2017",MIN @ PHO,W,34,8 - 19,2 - 6,3 - 5,3,3,6,5,0,1,1,3,21
22,maya-moore,"JUN 25, 2017",MIN vs. SAN,W,31,7 - 12,4 - 5,4 - 4,2,2,4,1,0,2,5,2,22
23,maya-moore,"JUN 23, 2017",MIN vs. WAS,W,32,7 - 20,1 - 4,7 - 7,4,7,11,7,2,2,2,2,22
24,maya-moore,"JUN 17, 2017",MIN vs. CON,L,34,9 - 17,2 - 6,2 - 2,0,4,4,4,3,2,0,2,22
25,maya-moore,"JUN 11, 2017",MIN @ DAL,W,32,8 - 18,5 - 8,2 - 2,1,3,4,4,1,0,1,2,23
26,maya-moore,"JUN 09, 2017",MIN @ WAS,W,25,6 - 8,3 - 3,2 - 2,0,3,3,6,2,1,1,2,17
27,maya-moore,"JUN 03, 2017",MIN @ SEA,W,25,2 - 6,2 - 2,0 - 1,1,3,4,4,2,0,0,3,6
28,maya-moore,"MAY 28, 2017",MIN vs. SAN,W,25,6 - 14,1 - 3,0 - 0,1,2,3,1,3,0,0,1,13
29,maya-moore,"MAY 26, 2017",MIN @ CON,W,28,1 - 9,0 - 2,5 - 5,3,8,11,0,0,1,3,1,7
30,maya-moore,"MAY 23, 2017",MIN vs. CON,W,31,4 - 9,1 - 4,3 - 5,1,5,6,5,1,0,4,2,12
31,maya-moore,"MAY 20, 2017",MIN @ DAL,W,35,6 - 20,5 - 12,4 - 5,1,3,4,5,2,0,1,3,21
32,maya-moore,"MAY 18, 2017",MIN @ NYL,W,33,6 - 18,2 - 3,2 - 2,3,8,11,6,0,0,1,0,16
33,maya-moore,"MAY 14, 2017",MIN vs. CHI,W,32,5 - 19,1 - 11,0 - 0,3,4,7,6,3,0,2,2,11
0,plenette-pierson,"SEP 03, 2017",MIN vs. WAS,W,16,5 - 7,1 - 2,0 - 0,0,5,5,0,2,0,1,1,11
1,plenette-pierson,"SEP 01, 2017",MIN vs. CHI,W,11,3 - 4,0 - 1,2 - 2,0,0,0,0,0,1,0,1,8
2,plenette-pierson,"AUG 30, 2017",MIN @ IND,W,8,3 - 4,1 - 1,0 - 0,2,2,4,1,0,0,0,0,7
3,plenette-pierson,"AUG 27, 2017",MIN @ LAS,L,9,1 - 2,0 - 1,0 - 0,0,0,0,1,0,0,1,2,2
4,plenette-pierson,"AUG 25, 2017",MIN @ SAN,W,19,4 - 5,0 - 0,2 - 2,0,5,5,1,0,0,0,2,10
5,plenette-pierson,"AUG 22, 2017",MIN vs. PHO,W,19,3 - 6,1 - 1,2 - 2,0,2,2,1,1,0,2,1,9
6,plenette-pierson,"AUG 20, 2017",MIN @ NYL,L,20,3 - 14,1 - 6,0 - 0,0,2,2,3,0,0,0,2,7
7,plenette-pierson,"AUG 18, 2017",MIN vs. IND,W,22,4 - 7,1 - 1,1 - 1,1,5,6,4,1,0,0,1,10
8,plenette-pierson,"AUG 16, 2017",MIN @ SEA,L,31,3 - 11,1 - 3,0 - 0,0,4,4,2,0,0,4,4,7
9,plenette-pierson,"AUG 11, 2017",MIN vs. LAS,L,14,1 - 3,1 - 1,0 - 0,0,3,3,0,0,0,4,3,3
10,plenette-pierson,"AUG 08, 2017",MIN @ ATL,W,13,2 - 7,0 - 1,1 - 2,0,2,2,1,1,0,1,1,5
11,plenette-pierson,"AUG 06, 2017",MIN @ IND,L,15,3 - 5,1 - 2,1 - 3,1,0,1,2,0,0,0,0,8
12,plenette-pierson,"AUG 03, 2017",MIN vs. ATL,W,14,1 - 2,0 - 0,0 - 0,1,2,3,1,1,1,1,0,2
13,plenette-pierson,"JUL 30, 2017",MIN vs. SEA,W,10,0 - 4,0 - 1,0 - 0,1,4,5,2,0,0,2,2,0
14,plenette-pierson,"JUL 28, 2017",MIN @ ATL,W,8,0 - 3,0 - 1,0 - 0,0,1,1,1,0,0,2,1,0
15,plenette-pierson,"JUL 25, 2017",MIN vs. NYL,W,17,3 - 9,1 - 3,0 - 0,0,5,5,3,1,1,0,0,7
16,plenette-pierson,"JUL 19, 2017",MIN vs. DAL,W,15,3 - 6,0 - 0,0 - 0,0,3,3,2,1,0,0,1,6
17,plenette-pierson,"JUL 16, 2017",MIN vs. PHO,W,15,4 - 7,2 - 5,0 - 0,0,2,2,1,0,0,2,4,10
18,plenette-pierson,"JUL 14, 2017",MIN @ PHO,W,21,3 - 4,0 - 1,4 - 4,0,1,1,4,2,0,1,2,10
19,plenette-pierson,"JUL 08, 2017",MIN @ CHI,L,15,0 - 3,0 - 1,0 - 0,0,0,0,1,0,0,1,1,0
20,plenette-pierson,"JUL 06, 2017",MIN vs. LAS,W,13,3 - 5,1 - 1,2 - 2,3,2,5,2,0,0,0,1,9
21,plenette-pierson,"JUN 30, 2017",MIN @ PHO,W,9,1 - 4,1 - 3,0 - 0,1,1,2,0,0,1,1,1,3
22,plenette-pierson,"JUN 25, 2017",MIN vs. SAN,W,12,0 - 0,0 - 0,0 - 0,1,0,1,2,1,1,1,1,0
23,plenette-pierson,"JUN 23, 2017",MIN vs. WAS,W,12,1 - 2,1 - 2,0 - 0,0,1,1,2,0,0,0,1,3
24,plenette-pierson,"JUN 17, 2017",MIN vs. CON,L,9,0 - 0,0 - 0,0 - 0,0,0,0,1,0,0,0,0,0
25,plenette-pierson,"JUN 11, 2017",MIN @ DAL,W,12,1 - 2,0 - 1,0 - 0,0,0,0,2,1,0,0,2,2
26,plenette-pierson,"JUN 09, 2017",MIN @ WAS,W,14,3 - 8,1 - 4,0 - 0,1,1,2,2,1,0,1,1,7
27,plenette-pierson,"JUN 03, 2017",MIN @ SEA,W,11,3 - 4,0 - 1,0 - 0,1,0,1,2,0,0,3,3,6
28,plenette-pierson,"MAY 28, 2017",MIN vs. SAN,W,12,1 - 3,1 - 3,3 - 4,0,1,1,0,1,0,0,1,6
29,plenette-pierson,"MAY 26, 2017",MIN @ CON,W,11,1 - 3,0 - 0,1 - 2,0,3,3,2,0,0,1,3,3
30,plenette-pierson,"MAY 23, 2017",MIN vs. CON,W,7,1 - 2,1 - 1,0 - 0,0,0,0,2,0,0,0,1,3
